,MISSION,SETNO,CODE,SAMPWGT,TOTWGT,TOTNO,REMARKS,WEIGHT_UNITS,SPEC,COMM,STRAT,SLAT,SLONG,ELAT,ELONG,AREA,DUR,DIST,SPEED,DMIN,DMAX,TYPE,GEAR,AUX,DEPTH,ETIME,START_DEPTH,END_DEPTH,SURFACE_TEMPERATURE,BOTTOM_TEMPERATURE,BOTTOM_SALINITY,LATITUDE,LONGITUDE,YEAR,SetID,STDWGT
6403,ATC1975236,20,220,8,8,4,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,484,4336,6705,NA,NA,475,31,1.7,3.3,106,109,1,3,1,107,NA,NA,NA,15.7,6.72,33.51,43.6,-67.08333333,1975,ATC1975236.484.1975.20,8.235294118
6409,ATC1975236,21,220,2,2,2,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,484,4337,6710,NA,NA,475,30,1.3,2.6,110,112,1,3,1,111,NA,NA,NA,14,7.08,34.02,43.61666667,-67.16666667,1975,ATC1975236.484.1975.21,2.692307692
7677,ATC1976250,18,220,4,4,2,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,484,4327,6730,NA,NA,475,30,1.3,2.6,101,116,1,3,1,108,NA,NA,NA,16,8.43,34.61,43.45,-67.5,1976,ATC1976250.484.1976.18,5.384615385
7712,ATC1976250,21,220,9,9,6,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,484,4318,6702,NA,NA,475,30,1.7,3.4,90,98,1,3,1,94,NA,NA,NA,15.2,9.49,34.97,43.3,-67.03333333,1976,ATC1976250.484.1976.21,9.264705882
8884,ATC1977265,15,220,11,11,6,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,484,4352,6717,NA,NA,511,30,1.7,3.4,105,106,1,3,1,105,NA,NA,NA,14.2,6.59,34.45,43.86666667,-67.28333333,1977,ATC1977265.484.1977.15,11.32352941
8893,ATC1977265,16,220,5,5,3,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,484,4326,6732,NA,NA,475,30,1.8,3.6,124,125,1,3,1,124,NA,NA,NA,15.8,6.67,34.29,43.43333333,-67.53333333,1977,ATC1977265.484.1977.16,4.861111111
10320,ATC1978279,20,220,4,4,2,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,484,4319,6714,NA,NA,475,30,1.8,3.6,124,124,1,3,1,124,NA,NA,NA,13.5,6.52,34.297,43.31666667,-67.23333333,1978,ATC1978279.484.1978.20,3.888888889
11814,ATC1979292,32,220,8,8,5,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,484,4327,6656,NA,NA,475,30,2.2,4.4,104,112,1,3,1,108,NA,NA,NA,13.3,8.48,34.686,43.45,-66.93333333,1979,ATC1979292.484.1979.32,6.363636364
11843,ATC1979292,36,220,10,10,6,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,484,4301,6715,NA,NA,474,30,2,4,117,150,1,3,1,133,NA,NA,NA,13.9,8.55,34.44,43.01666667,-67.25,1979,ATC1979292.484.1979.36,8.75
11855,ATC1979292,37,220,25,25,19,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,484,4250,6723,NA,NA,475,30,1.7,3.4,105,110,1,3,1,107,NA,NA,NA,13.8,4.23,34.876,42.83333333,-67.38333333,1979,ATC1979292.484.1979.37,25.73529412
13158,ATC1980306,27,220,2,2,1,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,484,4305,6732,NA,NA,475,30,2.4,4.8,108,112,1,3,1,110,NA,NA,NA,10.3,7.73,34.634,43.08333333,-67.53333333,1980,ATC1980306.484.1980.27,1.458333333
13177,ATC1980306,31,220,8,8,6,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,484,4248,6649,NA,NA,474,30,2.3,4.6,104,108,1,3,1,106,NA,NA,NA,10.2,9.08,34.763,42.8,-66.81666667,1980,ATC1980306.484.1980.31,6.086956522
14547,ATC1981321,44,220,3,3,2,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,484,4252,6734,NA,NA,474,30,1.5,3,130,136,1,3,1,133,NA,NA,NA,14.4,7.08,34.401,42.86666667,-67.56666667,1981,ATC1981321.484.1981.44,3.5
14552,ATC1981321,45,220,6,6,5,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,484,4300,6712,NA,NA,475,30,1.9,3.8,120,140,1,3,1,130,NA,NA,NA,14.9,7.2,34.601,43,-67.2,1981,ATC1981321.484.1981.45,5.526315789
14635,ATC1981321,51,220,5,5,3,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,484,4358,6729,NA,NA,511,30,2.1,4.2,100,114,1,3,1,107,NA,NA,NA,13.4,6.38,33.96,43.96666667,-67.48333333,1981,ATC1981321.484.1981.51,4.166666667
16084,HAM1982080,46,220,6,6,13,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,484,4247,6704,NA,NA,474,30,1.9,3.8,115,119,1,9,1,117,NA,NA,NA,14,9.78,35.116,42.78333333,-67.06666667,1982,HAM1982080.484.1982.46,5.526315789
18718,NED1983012,47,220,8,8,5,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,484,4328,6703,NA,NA,475,30,1.8,3.6,120,124,1,9,1,122,NA,NA,NA,11.4,7.42,34.064,43.46666667,-67.05,1983,NED1983012.484.1983.47,7.777777778
18730,NED1983012,48,220,16,16,11,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,484,4343,6730,NA,NA,475,30,1.9,3.8,125,127,1,9,1,126,NA,NA,NA,15.7,7.11,33.975,43.71666667,-67.5,1983,NED1983012.484.1983.48,14.73684211
18779,NED1983012,51,220,67,67,56,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,484,4352,6715,NA,NA,511,30,1.8,3.6,97,102,1,9,1,99,NA,NA,NA,10.7,7.02,33.834,43.86666667,-67.25,1983,NED1983012.484.1983.51,65.13888889
20167,NED1984031,41,220,78.2919708,173,137,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,484,4328,6704,NA,NA,475,30,1.7,3.4,117,120,1,9,1,118,NA,NA,NA,16.5,9.15,34.556,43.46666667,-67.06666667,1984,NED1984031.484.1984.41,178.0882353
20180,NED1984031,42,220,8,8,5,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,484,4317,6724,NA,NA,475,30,1.7,3.4,107,113,1,9,1,110,NA,NA,NA,16.19,8.96,34.585,43.28333333,-67.4,1984,NED1984031.484.1984.42,8.235294118
20187,NED1984031,43,220,95,153,106,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,484,4314,6706,NA,NA,475,30,1.7,3.4,107,114,1,9,1,110,NA,NA,NA,12.9,9.32,34.873,43.23333333,-67.1,1984,NED1984031.484.1984.43,157.5
21550,NED1985048,38,220,3,3,3,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,484,4330,6724,NA,NA,475,30,1.7,3.4,120,122,1,9,1,121,NA,NA,NA,13.5,7.75,34.256,43.5,-67.4,1985,NED1985048.484.1985.38,3.088235294
21589,NED1985048,40,220,70,70,57,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,484,4257,6735,NA,NA,474,30,1.8,3.6,113,116,1,9,1,114,NA,NA,NA,13.79,8.68,34.827,42.95,-67.58333333,1985,NED1985048.484.1985.40,68.05555556
21597,NED1985048,41,220,10,10,7,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,484,4250,6737,NA,NA,474,30,1.8,3.6,125,135,1,9,1,130,NA,NA,NA,13.79,8.76,34.797,42.83333333,-67.61666667,1985,NED1985048.484.1985.41,9.722222222
22938,NED1986065,29,220,33,33,25,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,484,4325,6704,NA,NA,475,30,1.7,3.4,119,126,1,9,1,122,NA,NA,NA,13.2,7.71,34.24,43.41666667,-67.06666667,1986,NED1986065.484.1986.29,33.97058824
23253,NED1986065,50,220,44,44,38,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,484,4333,6728,NA,NA,475,30,1.7,3.4,120,121,1,9,1,120,NA,NA,NA,13.7,7.56,34.202,43.55,-67.46666667,1986,NED1986065.484.1986.50,45.29411765
23263,NED1986065,51,220,4,4,2,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,484,4324,6731,NA,NA,475,30,1.7,3.4,105,119,1,9,1,112,NA,NA,NA,13.8,7.36,34.103,43.4,-67.51666667,1986,NED1986065.484.1986.51,4.117647059
24901,NED1987085,39,220,21,21,11,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,484,4345,6725,NA,NA,475,30,1.7,3.4,112,116,1,9,1,114,NA,NA,NA,10.3,7.59,34.225,43.75,-67.41666667,1987,NED1987085.484.1987.39,21.61764706
24949,NED1987085,42,220,114,114,67,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,484,4324,6659,NA,NA,475,30,1.7,3.4,109,116,1,9,1,112,NA,NA,NA,10.8,6.59,33.05,43.4,-66.98333333,1987,NED1987085.484.1987.42,117.3529412
24962,NED1987085,43,220,113,113,77,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,484,4324,6724,NA,NA,475,25,1.5,3.6,110,116,1,9,1,113,NA,NA,NA,11.5,8.35,34.391,43.4,-67.4,1987,NED1987085.484.1987.43,131.8333333
24970,NED1987085,44,220,231.3978495,538,558,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,484,4318,6727,NA,NA,475,30,1.8,3.6,109,109,1,9,1,109,NA,NA,NA,11.6,9.15,34.99,43.3,-67.45,1987,NED1987085.484.1987.44,523.0555556
26552,NED1988105,26,220,6,6,3,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,484,4256,6645,NA,NA,474,30,1.6,3.2,106,108,1,9,1,107,NA,NA,NA,10.5,9.02,34.074,42.93333333,-66.75,1988,NED1988105.484.1988.26,6.5625
26884,NED1988105,54,220,27,27,21,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,484,4336,6703,NA,NA,475,30,1.6,3.2,107,110,1,9,1,108,NA,NA,NA,13.4,7.35,34.239,43.6,-67.05,1988,NED1988105.484.1988.54,29.53125
26897,NED1988105,55,220,14,14,15,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,484,4326,6725,NA,NA,475,22,1.3,3.5,108,113,1,9,1,110,NA,NA,NA,13.5,6.9,34.018,43.43333333,-67.41666667,1988,NED1988105.484.1988.55,18.84615385
28669,NED1989123,43,220,12,12,7,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,484,4324,6722,NA,NA,475,30,1.7,3.4,109,111,1,9,1,110,NA,NA,NA,14,6.78,34.023,43.4,-67.36666667,1989,NED1989123.484.1989.43,12.35294118
28680,NED1989123,44,220,94,94,40,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,484,4314,6718,NA,NA,475,30,1.8,3.6,116,119,1,9,1,117,NA,NA,NA,13.6,7.08,34.366,43.23333333,-67.3,1989,NED1989123.484.1989.44,91.38888889
28691,NED1989123,45,220,13,13,8,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,484,4258,6713,NA,NA,474,30,1.7,3.4,132,142,1,9,1,137,NA,NA,NA,13,7.26,34.685,42.96666667,-67.21666667,1989,NED1989123.484.1989.45,13.38235294
30485,NED1990139,25,220,450,450,291,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,484,4324.43,6655.77,4326.08,6656.89,475,30,1.8,3.6,113,116,1,9,1,115,NA,NA,NA,12.47,7.96,34.533,43.40716667,-66.9295,1990,NED1990139.484.1990.25,437.5
30768,NED1990139,48,220,86,86,59,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,484,4353.86,6721.34,4352.21,6721.9,511,30,1.7,3.4,118,122,1,9,1,120,NA,NA,NA,13.53,7.37,34.226,43.89766667,-67.35566667,1990,NED1990139.484.1990.48,88.52941176
30775,NED1990139,49,220,32,32,17,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,484,4258.79,6731.01,4257.05,6731.15,474,30,1.8,3.6,125,128,1,9,1,127,NA,NA,NA,13.92,7.93,34.596,42.97983333,-67.51683333,1990,NED1990139.484.1990.49,31.11111111
32202,NED1991154,49,220,21,21,11,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,484,4405.02,6714.33,4403.33,6715.38,511,30,2,4,114,116,1,9,1,115,NA,NA,NA,12.39,7.21,34.024,44.08366667,-67.23883333,1991,NED1991154.484.1991.49,18.375
32216,NED1991154,50,220,68,68,36,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,484,4312.95,6712.8,4311.11,6712.79,475,30,1.7,3.4,109,119,1,9,1,114,NA,NA,NA,14,7.27,34.126,43.21583333,-67.21333333,1991,NED1991154.484.1991.50,70
32227,NED1991154,51,220,149,472,304,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,484,4250.67,6702.6,4248.95,6702.11,474,30,1.8,3.6,114,120,1,9,1,117,NA,NA,NA,12.72,9.33,34.87,42.8445,-67.04333333,1991,NED1991154.484.1991.51,458.8888889
32910,NED1992173,42,220,2,2,1,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,484,4418.36,6714.28,4417.04,6715.43,511,36,1.6,2.7,101,107,1,9,1,NA,NA,NA,NA,9.59,6.79,33.807,44.306,-67.238,1992,NED1992173.484.1992.42,2.1875
32942,NED1992173,45,220,88,88,61,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,484,4350.46,6717.13,4350.02,6719.33,511,30,1.7,3.4,102,109,1,9,1,NA,NA,NA,NA,12.18,6.76,33.76,43.841,-67.2855,1992,NED1992173.484.1992.45,90.58823529
32955,NED1992173,46,220,109,109,66,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,484,4330.13,6702.5,4328.34,6701.36,475,30,1.8,3.6,120,123,1,9,1,NA,NA,NA,NA,10.6,7.07,34.125,43.50216667,-67.04166667,1992,NED1992173.484.1992.46,105.9722222
34616,NED1993189,45,220,37,37,35,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,484,4245.97,6733.58,4246.16,6731.04,474,30,2,4,126,131,1,9,1,NA,1993-07-10 11:42,NA,NA,14.6,8.22,34.457,42.76616667,-67.55966667,1993,NED1993189.484.1993.45,32.375
34632,NED1993189,46,220,108,108,78,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,484,4252.72,6722.96,4254.19,6721.42,474,30,1.9,3.8,128,129,1,9,1,NA,1993-07-10 13:52,NA,NA,15.6,8.5,34.801,42.87866667,-67.38266667,1993,NED1993189.484.1993.46,99.47368421
34637,NED1993189,47,220,59,59,44,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,484,4318.35,6729.85,4319.72,6730.72,475,25,1.5,3.6,105,105,1,9,1,NA,1993-07-10 17:06,NA,NA,15.9,6.11,33.484,43.30583333,-67.4975,1993,NED1993189.484.1993.47,68.83333333
36574,NED1994221,35,220,15,15,8,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,484,4325.68,6715.7,4324.63,6717.58,475,30,1.8,3.6,113,114,1,9,1,NA,1994-07-08 9:33,NA,NA,14.14,8.46,34.408,43.428,-67.26166667,1994,NED1994221.484.1994.35,14.58333333
36950,NED1994221,57,220,123,123,87,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,484,4336.48,6706.7,4335.06,6708.03,475,30,1.75,3.5,109,119,1,9,1,NA,1994-07-10 23:32,NA,NA,14.14,9.02,34.596,43.608,-67.11166667,1994,NED1994221.484.1994.57,123
36963,NED1994221,58,220,19,19,18,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,484,4318.91,6734.45,4317.12,6734.3,475,30,1.77,3.54,125,127,1,9,1,NA,1994-07-11 3:03,NA,NA,16.6,NA,NA,43.31516667,-67.57416667,1994,NED1994221.484.1994.58,18.78531073
39034,NED1995226,45,220,37.6,37.6,27,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,484,4329.91,6713.71,4331.3,6712.13,475,30,1.8,3.6,119,119,1,9,1,NA,1995-06-30 11:05,NA,NA,9.89,9.03,34.524,43.4985,-67.2285,1995,NED1995226.484.1995.45,36.55555556
39374,NED1995226,65,220,26.91,26.91,22,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,484,4357.4,6717.99,4359.09,6717.93,511,28,1.7,3.64,112,113,1,9,1,NA,1995-07-02 20:54,NA,NA,14.5,7.59,33.927,43.95666667,-67.29983333,1995,NED1995226.484.1995.65,27.70147059
39381,NED1995226,66,220,62.46,62.46,46,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,484,4339.28,6721.35,4337.91,6722.92,475,30,1.8,3.6,118,119,1,9,1,NA,1995-07-03 3:35,NA,NA,14.4,8.47,34.313,43.65466667,-67.35583333,1995,NED1995226.484.1995.66,60.725
40981,NED1996246,33,220,163.55,163.55,112,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,484,4328.22,6657.08,4328.53,6659.39,475,30,1.91,3.82,113,116,1,9,1,NA,1996-07-08 6:11,NA,NA,13,8.64,34.575,43.47033333,-66.95133333,1996,NED1996246.484.1996.33,149.8494764
41263,NED1996246,52,220,10.19,10.19,7,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,484,4353.96,6721.13,4352.2,6721.14,511,30,1.71,3.42,120,121,1,9,1,NA,1996-07-10 12:54,NA,NA,14.1,8.37,34.34,43.89933333,-67.35216667,1996,NED1996246.484.1996.52,10.42836257
41292,NED1996246,54,220,266.42,4682.02,3374,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,484,4303.38,6704.42,4301.7,6704.11,475,30,1.68,3.36,106,114,1,9,1,NA,1996-07-10 20:25,NA,NA,12.4,8.67,34.71,43.05633333,-67.07366667,1996,NED1996246.484.1996.54,4877.104167
43654,NED1997726,50,220,20.55,20.55,18,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,484,4354.18,6720.26,4352.39,6720.23,511,30,1.79,3.58,121,121,1,9,1,NA,1997-07-08 0:58,NA,NA,13.97,7.39,33.939,43.903,-67.33766667,1997,NED1997726.484.1997.50,20.09078212
43671,NED1997726,51,220,4.35,4.35,5,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,484,4341.13,6720.57,4339.34,6720.45,475,30,1.78,3.56,116,118,1,9,1,NA,1997-07-08 3:19,NA,NA,15.63,7.5,33.989,43.6855,-67.34283333,1997,NED1997726.484.1997.51,4.276685393
43678,NED1997726,52,220,0.96,0.96,1,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,484,4251.24,6728.45,4249.45,6728.2,474,30,1.81,3.62,120,123,1,9,1,NA,1997-07-08 8:34,NA,NA,12.99,7.91,34.776,42.854,-67.47416667,1997,NED1997726.484.1997.52,0.928176796
45510,NED1998827,50,220,1.52,1.52,1,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,484,4337.34,6721.28,4338.6,6722.88,475,30,1.72,3.44,119,119,1,9,1,NA,1998-07-11 13:49,NA,NA,12.48,5.94,33.786,43.62233333,-67.35466667,1998,NED1998827.484.1998.50,1.546511628
45827,NED1998827,70,220,5.96,5.96,3,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,484,4415.14,6711.79,4413.99,6713.68,511,30,1.78,3.56,103,104,1,9,1,NA,1998-07-13 16:54,NA,NA,10.64,6.46,33.552,44.25233333,-67.1965,1998,NED1998827.484.1998.70,5.859550562
47710,NED1999925,46,220,12.02,12.02,19,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,484,4303.12,6710.2,4304.63,6711.63,475,30,1.82,3.64,119,120,1,9,1,NA,1999-07-11 4:42,NA,NA,NA,NA,NA,43.052,-67.17,1999,NED1999925.484.1999.46,11.55769231
48063,NED1999925,67,220,38.87,38.87,35,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,484,4417.85,6714.87,4416.28,6715.83,511,30,1.72,3.44,103,106,1,9,1,NA,1999-07-13 9:04,NA,NA,12.18,7.1,33.898,44.2975,-67.24783333,1999,NED1999925.484.1999.67,39.54796512
48106,NED1999925,69,220,2.7,2.7,2,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,484,4315.83,6721.23,4313.94,6721.71,475,30,1.92,3.84,109,112,1,9,1,NA,1999-07-13 16:48,NA,NA,12.67,10.61,35.062,43.26383333,-67.35383333,1999,NED1999925.484.1999.69,2.4609375
50715,NED2000426,50,220,70.82,70.82,49,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,484,4336.02,6723.18,4337.71,6722.65,475,30,1.76,3.52,118,119,1,9,1,NA,2000-07-09 21:59,NA,NA,15.76,8.02,34.168,43.60033333,-67.38633333,2000,NED2000426.484.2000.50,70.41761364
50734,NED2000426,51,220,305.84,705.03,452,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,484,4350.45,6720.24,4352.22,6720.17,511,30,1.78,3.56,109,119,1,9,1,NA,2000-07-10 0:56,NA,NA,13.83,7.85,34.069,43.84083333,-67.33733333,2000,NED2000426.484.2000.51,693.1474719
51195,NED2000426,73,220,172.37,172.37,118,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,484,4254.32,6642.99,4252.8,6641.71,474,30,1.79,3.58,111,117,1,9,1,NA,2000-07-12 11:04,NA,NA,13.16,9.45,34.76,42.90533333,-66.7165,2000,NED2000426.484.2000.73,168.5181564
54230,NED2001032,80,220,68.38,68.38,40,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,484,4322.3,6657.07,4320.53,6657.53,475,30,1.79,3.53,108,110,1,9,1,NA,2001-07-12 19:34,NA,NA,13.38,7.65,34.329,43.37166667,-66.95116667,2001,NED2001032.484.2001.80,66.85195531
56901,NED2002037,61,220,23.68,23.68,18,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,484,4252.64,6737.2,4254.34,6736.55,474,31,1.76,3.41,117,125,1,9,1,NA,2002-07-08 23:34,NA,NA,16.23,8.68,34.86,42.87733333,-67.62,2002,NED2002037.484.2002.61,23.54545455
56910,NED2002037,62,220,178.9,178.9,116,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,484,4310.06,6729.09,4311.79,6728.95,475,30,1.74,3.48,103,103,1,9,1,NA,2002-07-09 2:17,NA,NA,14.68,8.21,34.34,43.16766667,-67.48483333,2002,NED2002037.484.2002.62,179.9281609
56925,NED2002037,63,220,15.44,15.44,12,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,484,4330.35,6724.01,4331.83,6722.57,475,31,1.81,3.5,121,123,1,9,1,NA,2002-07-09 6:17,NA,NA,14.49,8.85,34.636,43.50583333,-67.40016667,2002,NED2002037.484.2002.63,14.9281768
57370,NED2002037,89,220,19.83,19.83,15,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,484,4253.96,6657.77,4252.19,6656.8,474,30,1.89,3.78,110,110,1,9,1,NA,2002-07-12 0:59,NA,NA,13.89,10.21,35.079,42.89933333,-66.96283333,2002,NED2002037.484.2002.89,18.36111111
60479,NED2003036,58,220,225.57,225.57,131,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,484,4314.44,6733.75,4312.81,6734.71,475,30,1.72,3.44,114,120,1,9,1,NA,2003-07-08 7:30,NA,NA,15.24,8.13,34.558,43.24066667,-67.5625,2003,NED2003036.484.2003.58,229.5043605
62849,NED2005027,48,220,288.93,471.54,310,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,484,4255.63,6640.38,4257.01,6641.81,474,30,1.78,3.56,109,110,1,9,1,NA,2005-07-04 8:11,NA,NA,NA,NA,NA,42.92716667,-66.673,2005,NED2005027.484.2005.48,463.5926966
62940,NED2005027,54,220,66.76,66.76,42,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,484,4312.97,6731.06,4313.72,6728.87,475,30,1.75,3.5,104,106,1,9,1,NA,2005-07-05 4:33,NA,NA,NA,NA,NA,43.21616667,-67.51766667,2005,NED2005027.484.2005.54,66.76
62962,NED2005027,55,220,2.73,2.73,3,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,484,4326.46,6714.62,4327.96,6713.32,475,30,1.75,3.5,112,115,1,9,1,NA,2005-07-05 7:46,NA,NA,NA,NA,NA,43.441,-67.24366667,2005,NED2005027.484.2005.55,2.73
63003,NED2005027,59,220,244.53,1589.445,1385,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,484,4339.3,6720.43,4341.08,6719.9,475,30,1.77,3.54,113,115,1,9,1,NA,2005-07-05 17:52,NA,NA,NA,NA,NA,43.655,-67.3405,2005,NED2005027.484.2005.59,1571.485169
66194,NED2006030,34,220,330.09,330.09,208,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,484,4254.8,6659.39,4256.07,6659.78,474,24,1.4,3.5,112,116,1,9,1,NA,2006-07-09 15:22,NA,NA,14.89,8.53,34.98,42.91333333,-66.98983333,2006,NED2006030.484.2006.34,412.6125
66856,NED2006030,68,220,109.69,109.69,66,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,484,4346.71,6723.46,4344.92,6723.45,475,30,1.78,3.56,109,113,1,9,1,NA,2006-07-13 11:25,NA,NA,14.88,8.16,34.439,43.7785,-67.391,2006,NED2006030.484.2006.68,107.8412921
66871,NED2006030,69,220,87.64,87.64,58,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,484,4320.49,6731.53,4318.91,6731.23,475,26,1.6,3.69,102,114,1,9,1,NA,2006-07-13 16:27,NA,NA,14.43,8.07,34.496,43.3415,-67.5255,2006,NED2006030.484.2006.69,95.85625
66902,NED2006030,70,220,130.52,130.52,81,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,484,4259.63,6728.81,4257.88,6729.18,474,30,1.76,3.52,119,124,1,9,1,NA,2006-07-13 19:23,NA,NA,14.54,8.46,34.842,42.99383333,-67.48016667,2006,NED2006030.484.2006.70,129.7784091
72748,NED2009027,76,220,227.05,333.77,203,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,484,4336.26,6701.37,4334.52,6701.41,475,30,1.72,3.44,101,105,1,9,1,NA,2009-07-10 10:20,NA,NA,12.83,7.2,34.239,43.60433333,-67.02283333,2009,NED2009027.484.2009.76,339.5915698
72768,NED2009027,77,220,38.21,38.21,21,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,484,4323.14,6722.92,4322.28,6725.01,475,30,1.75,3.5,115,120,1,9,1,NA,2009-07-10 13:29,NA,NA,13.16,6.94,34.132,43.38566667,-67.382,2009,NED2009027.484.2009.77,38.21
72787,NED2009027,78,220,82.36,82.36,45,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,484,4313.41,6729.92,4311.78,6730.69,475,30,1.7,3.4,108,108,1,9,1,NA,2009-07-10 16:13,NA,NA,12.91,7.23,34.38,43.2235,-67.49866667,2009,NED2009027.484.2009.78,84.78235294
76785,NED2010027,64,220,20.7,20.7,12,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,484,4326.44,6712.91,4325.22,6714.58,475,30,1.72,3.44,109,110,1,9,1,NA,2010-07-14 21:24,NA,NA,15.74,8.68,34.392,43.44066667,-67.21516667,2010,NED2010027.484.2010.64,21.06104651
